review_id,review,rating,date,bank,source
7fcb5980-dbb8-4fc9-9303-e11c7892ebf0,ok,2,2025-04-19,CBE,Google Play
100cb65c-0330-4527-aa3f-99d770a3d224,best app,5,2025-04-19,CBE,Google Play
0198a969-05d0-4a95-8204-ddbe69db7766,amazing,1,2025-04-19,CBE,Google Play
901efc8d-d84b-4aa7-b047-4d10ebaafcb6,I like,5,2025-04-19,CBE,Google Play
7ccb2f18-67d6-47a5-9de2-d292fe5e17c8,"slow, only one account is used",2,2025-04-19,CBE,Google Play
07eccf3a-65f2-4b67-a0eb-efbd4d8f8f1c,always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,CBE,Google Play
6a4bae00-bcf3-4418-87de-83feea3da1db,i like it,5,2025-04-18,CBE,Google Play
b6c8b0b3-8982-49f6-bcd8-ebdb4e4f6b7b,why removing screenshot feature why?,1,2025-04-18,CBE,Google Play
b72828ac-849d-4ae9-bd61-43dc5b01834e,nice apps where network is good in connection,5,2025-04-18,CBE,Google Play
c102c903-2b9e-41d1-93ec-07618cc039e4,Thank you!!!,5,2025-04-18,CBE,Google Play
7bd9fe6e-dbf1-4fcf-8b03-215dca3984aa,i can't take screenshot,1,2025-04-18,CBE,Google Play
